Clothing ID,Rating,Recommended IND,Department Name,Class Name,is_truncated,rating_rec_conflict,product_review_count,coverage_tier,Title,Review Text,keyword_label,all_matched_labels
997,1,0,Bottoms,Skirts,False,False,9,thin,Don't do it,I wish i had read the reviews prior to purchasing. this skirt looks amazing in photos and lace appears black. the lace on mine is actually purple - at first i thought it was just purple due to lighting with red underneath - but nope - pull the netting away and it is purple. lace netting hikes up on the right due to poor craftsmanship. i ordered a medium and felt it was a bit large. will return.,UNDETERMINED,
868,1,0,Tops,Knits,True,False,430,sufficient,So tent-like and unflattering!,"Looks great on the model, but in actuality there is way too much fabric; what should be flowy and billowy looks like a tent (or a maternity top on a petite woman). it didn't matter which size, they all fit me disastrously. i love the look and i thought of keeping it and having it taken in, but there's too much fabric under the chest to make it an easy cut/alteration on the side seams. sometimes i wonder who comes up with these patterns, and if they pin the shirts back on the models. if you put a",STYLE_EXPECTATION,STYLE_EXPECTATION
521,2,0,Intimate,Swim,True,False,1,thin,Beware - not enough bottom coverage!,"Such a cute pattern, and i loved the fold-over design, but beware - there is not enough bottom coverage! i should've looked more closely at the photo - it's pretty accurate in showing the bathing suit bottoms have limited rear coverage. a couple more inches of fabric would've really helped. i'm used to fuller coverage bathing suit bottoms, and these just expose way more cheek than i felt comfortable with. i could maybe wear them around my husband, but definitely not my dad! i felt like if i bent",UNDETERMINED,
984,1,0,Jackets,Jackets,False,False,175,sufficient,Sloppy looking,"The color is darker than shown (i ordered the denim looking one). the flower things are not very visible as it all looks one color. it must be great for the tall skinny model , but if your 5'4'' and pear shaped like me, it's a no go! took it back to my local store.",DESCRIPTION_MISMATCH,DESCRIPTION_MISMATCH
1004,2,0,Bottoms,Skirts,False,False,25,sufficient,Eh...,"This skirt looks/lays exactly like the photo. i bought a size small and i usually wear a size 4. it was maybe a smidge big, but nothing that affected the look of the skirt. the material reminded me of felt/wool mixed together, almost like sunday school felt cut outs (but stiffer) (not a fan).. i was underwhelmed - it looked plain and simple, and the color washed me out. definitely not worth the price (for me anyways). good luck!",UNDETERMINED,
984,1,0,Jackets,Jackets,False,False,175,sufficient,Not attractive,"I bought this jacket based on how it looked on the model, and from the reviews. i found it to be super big, and unflattering to say the least. i'm 5""10, 155lbs. i sent it back.",STYLE_EXPECTATION,STYLE_EXPECTATION
863,2,0,Tops,Knits,False,False,306,sufficient,Material too filmsy,"I am always on the hunt for a cute white t-shirt but this one was a miss. it is too boxy (short) and the material is very thin for the price. i gave it two stars because it has nice colors for spring/summer. for reference, i am 5'4 and 115 lbs and i ordered a small. bought it online so i ended up returning it to the store.",STYLE_EXPECTATION,STYLE_EXPECTATION
1103,1,0,Dresses,Dresses,False,False,36,sufficient,,"This dress fits awfully. it's not short, as pictured in photo. it hit just above my knees. it looked like sack. i would've, also, felt like i was choking all night with it clasped around my neck. it, potentially, may look okay on someone who is very tall, skinny, and lanky, but i have my doubts about that too.",UNDETERMINED,
829,1,1,Tops,Blouses,False,True,527,sufficient,,"Very cute top. i went down a size because for me it was a little large in the back, but that was just my taste. i purchased the denim print.",UNDETERMINED,
1072,2,0,Dresses,Dresses,True,False,197,sufficient,Details,"Beautiful color and the fabric is very substantial and soft. but, they didn't finish the bottom hem! the dress is lined and the bottom inside has a ribbon sewn in as a type of hem, but the actual edge is just cut and not turned in on itself. because of this the whole bottom had a hundred little fabric frays. the rest of the dress is so polished it just doesn't make sense. also, while the fabric is beautiful my dress had a weird mark on the chest, almost like a water mark. just overall bad attent",UNDETERMINED,
863,2,0,Tops,Knits,False,False,306,sufficient,I wish they would redo,The idea of this shirt is awesome! it just needs to be made longer and not so boxy. the ruffle is darling! i would be so happy if the the designer made some modifications. i think a lot of people would buy it then.,STYLE_EXPECTATION,STYLE_EXPECTATION
863,2,0,Tops,Knits,False,False,306,sufficient,Great idea poor execution,I love this brand and the material of these shirts and have a ton similar and thought this was adorable with the sweet detail but it is super short and boxy and i felt uncomfortable with the length on me and it also made it so it wasn't so flattering on. such a bummer cuz its a sweet spin on a plain basic tee!,STYLE_EXPECTATION,STYLE_EXPECTATION
863,1,0,Tops,Knits,False,False,306,sufficient,So boxy!,"I bought this shirt in a l, since i didn't want it to be too fitted and was concerned a m would be. it is so boxy! it's like a completely different shirt. i have no idea how it looks good on anyone, unless it is simply widened the larger the size. maybe a m wouldn't be as wide and therefore as boxy, but this shirt is just a bad mess. returning.",STYLE_EXPECTATION,STYLE_EXPECTATION
863,1,0,Tops,Knits,False,False,306,sufficient,Yikes!!!!!! $58 wasted!!!!!,"I bought this very cute t-shirt in sky. wore it once, then washed it according to the washing instuctions (machine washable/dryable). this t-shirt turned into a crop top!!!!! i can't wear it. it's going to goodwill. i would suggest that you air dry this shirt, if you want to take the chance that it won't shrink up several inches.",UNDETERMINED,
863,2,0,Tops,Knits,False,False,306,sufficient,Ruffled hem tee,This is one of those you can tell from the hanger that it's not going to work. too boxy. too short. and the girlish ruffle makes it look like an over-sized child's shirt that got all messed up in the washing machine.,STYLE_EXPECTATION,STYLE_EXPECTATION
1094,4,0,Dresses,Dresses,False,True,756,sufficient,"Pretty, but stiff",This dress you will want to try on in the store. it is very thick and stiff fabric. the whole front is embroidered and the big drawback for me is that waist seam. there is absolutely no give in that waist. this is not stretchy fabric and not easy for just any body type to wear. sad because it is very pretty on the rack!,UNDETERMINED,
1078,2,0,Dresses,Dresses,False,False,1024,sufficient,"Pretty dress, poor fit","I really wanted to love this dress, but it just didn't fit in anyway. i ordered an xs petite, and it was very large. the lacing in the back is completely useless, and that's what i liked about the dress. i was thinking it would be unlaced more at the top (because of chest) and then lace more tightly near the waist. it was completely closed off and the dress was still very loose and unflattering. beautiful fabric, great color combo, bad fit.",STYLE_EXPECTATION,STYLE_EXPECTATION
862,1,0,Tops,Knits,False,False,806,sufficient,Transformed into a crop top with one washing,I loved this shirt until the first time i washed it. it shrunk so much it became unwearable. when i returned it the salesperson said she had also bought this shirt and the same thing happened.,MATERIAL_QUALITY,MATERIAL_QUALITY
1082,2,0,Dresses,Dresses,False,False,147,sufficient,Average,The dress is too loose and runs too big,UNDETERMINED,
862,1,0,Tops,Knits,False,False,806,sufficient,Shrunk terribly,"I was so excited to find this shirt on sale at my local retailer store. but, i did not notice the high percentage of rayon in the fabric, which caused the shirt to shrink significantly in the wash (even when following washing instructions). i washed it on cold with woolite and it is about half the length it was initially! i'm so disappointed. how can you make a shirt that can't withstand washing?!",UNDETERMINED,
862,1,0,Tops,Knits,False,False,806,sufficient,,Wish i would have read the reviews before i purchased and wore two of these. washed as directed and same outcome as everyone else. basically unwearable unless i maybe use it for a nightshirt. the shrinkage lengthwise was ridiculous. glad i didn't buy every color like i had planned to do!,UNDETERMINED,
862,1,0,Tops,Knits,False,False,806,sufficient,Shrunk!,So disappointing! everything i've owned from bordeaux has washed well and stood the test of time. one wash and this was ruined! shrunk terrible even after washing in cold water on delicate and laying flat to dry. completely ruined. returned it.,UNDETERMINED,
862,1,0,Tops,Knits,False,False,806,sufficient,Poor quality,It's a cute top but once i washed in cold water and laid flat to dry it shrunk and lost it's shape. very disappointed. i am going to return top.,MATERIAL_QUALITY,MATERIAL_QUALITY
1082,2,0,Dresses,Dresses,False,False,147,sufficient,Sack like,I thought this would be cute with leggings based upon the length on the model. i forget that the models are almost 6 feet tall. this has a polyester slip goes under it that snaps onto the shoulders. it came down to my knees and was completely like a sack no leggings and boots with this one. lovely material but not at all figure flattering.,UNDETERMINED,
862,2,0,Tops,Knits,False,False,806,sufficient,"Loved it, but...","I loved this shirt so much i bought it in 4 colors. however, two of them shrunk. i was very disappointed.",UNDETERMINED,
1044,2,0,Bottoms,Pants,False,False,42,sufficient,,"This one didn't work for me. there is no zipper, you climb into it from the very large neck hole. it was very low cut and the shoulders kept sliding off but the bottom half fit snug. the tie and waist seam didn't hit at my waist but the largest part of my middle. i tried other belts and it wasn't much better. the fabric and print were great. i love jumpers but this one went back.",UNDETERMINED,
862,1,0,Tops,Knits,False,False,806,sufficient,Shrinkage,"I loved this shirt when i got it. it fit perfectly, and was so soft. but when i washed it, following the instructions, it shrank up to well above my belly button. i'm talking 6 inches of shrinkage, at least.",UNDETERMINED,
862,1,0,Tops,Knits,False,False,806,sufficient,Will never be the same after washing,Bought two of these because i loved the way they fit off of the rack. washed them according to directions and they were ruined. the material shrank up making the shirt short and boxy and the side panels ended up being rippled. definitely going to try to return these.,STYLE_EXPECTATION,STYLE_EXPECTATION
862,1,0,Tops,Knits,False,False,806,sufficient,Poor quality,"When the top arrived and i tried it on; it was great. the length was perfect even though i am curvy. after one wash (done according to the directions), the top shrank in length considerably. i do not mind paying a higher price for something unique and something of quality.....i do have a problem with something that does not hold up to basic use. i will be returning this item.",MATERIAL_QUALITY,MATERIAL_QUALITY
862,1,0,Tops,Knits,False,False,806,sufficient,Shrinks! don't buy,"I tried on and bought this shirt in my usual size and it fit long and loose but still had great shape. after hand washing in cold water and air drying, as per instructions on the tag, the shirt shrunk significantly. so much so that my stomach shows if i raise my arms at all. it also lost its shape, and now looks very boxy and is very unflattering. i won't be wearing it and am disappointed i didn't even get to wear it once!",STYLE_EXPECTATION,STYLE_EXPECTATION
1020,2,0,Bottoms,Skirts,False,False,158,sufficient,Really small,This product runs either really small or is super high waisted. either way not for me.,UNDETERMINED,
907,2,0,Tops,Fine gauge,False,False,130,sufficient,Disappointed,"This sweater looked so promising with the tie waist and pretty lacy edging, but turned out to be a disappointment. it was much shorter than it looks in the photos and barely came to my hips. and the plum color was much darker than i expected, more of a dull brownish-burgundy.",UNDETERMINED,
907,2,0,Tops,Fine gauge,False,False,130,sufficient,Frumpy,"Did not work for me. material was a bit thin, poor quality, the tie doesn't quite work correctly. had a cheaper look to it. not the quality i'd normally expect. this is going back.",MATERIAL_QUALITY,MATERIAL_QUALITY|STYLE_EXPECTATION
285,1,0,Intimate,Intimates,False,False,1,thin,,"It seemed to stay in place and did not require constant readjustment. however, i found the band to be extremely small and tight. it is not the most comfortable bra because of the way the band just presses into your skin.",UNDETERMINED,
903,2,0,Tops,Fine gauge,False,False,91,sufficient,Boxy,"Loved this top online but when i tried it on it was shorter than expected so only fitting for high waisted bottoms and much more boxy than it appeared online. i wish to high heaven that this top came in a more ""normal"" cut. hip length and slimming, the fabric and collar are beautiful!",STYLE_EXPECTATION,STYLE_EXPECTATION
835,1,0,Tops,Blouses,True,False,141,sufficient,Unwearable but pretty,"I ordered the blue in size 16. it ran at least two, if not three, sizes too small compared to my other retailer 14 & 16 blouses. it was too small through the body, other than the peplum. the arms were tight too. the waistline and length matched the online photos. it's widening. the material they chose was also scratchy and rough, especially around the neckline. i returned mine after trying it on and seeing there was no way to make this work. the blue color was gorgeous though. the patterned lace w",MATERIAL_QUALITY,MATERIAL_QUALITY
862,1,0,Tops,Knits,False,False,806,sufficient,,"Loved the look, fit and styling of this turtleneck. but dry clean only, you have to be kidding?",UNDETERMINED,
862,2,0,Tops,Knits,True,False,806,sufficient,Dry clean only for casual top. no way!,"This is the 2nd time i've purchased a dolan top and returned it b/c it was dry clean only. both tops were what i consider to be casual tops to be worn with a pair of jeans, running errands, etc. i do not dry clean this kind of casual shirt. it is made out of rayon, and that's the problem i think.

i purchased this in the wine color and it is a lovely color, hangs nicely, doesn't cling. the sleeves are a bit long but i could live with that -- i just pushed them up. as a turtleneck, it was a bit l",UNDETERMINED,
1022,2,0,Bottoms,Jeans,False,False,204,sufficient,Sadly disappointed,"I wanted to love these jeans, but as a woman who is almost 45 there was way too much stretch in them. i am always a size 26 and i couldn't wear these, they were way too tight! they went back the next day. i will say, it could be my body type, i""m a runner so my legs are muscular. if you have very thin legs, these could be great and work for you. i loved the color, dark blue.",UNDETERMINED,
909,2,0,Tops,Fine gauge,False,False,122,sufficient,,"Didn't like at all. itchy fabric, looked good on model but on on busty girl.",MATERIAL_QUALITY,MATERIAL_QUALITY
933,2,0,Tops,Sweaters,False,False,63,sufficient,,"The colors are so much brighter than pictured. although the sweater is very comfortable, i did not like the color combination. i will be returning it.",UNDETERMINED,
909,2,0,Tops,Fine gauge,False,False,122,sufficient,This sweater is everywhere!,"And not in a good way. everywhere i went, i left a little of this sweater behind. within hours of having it on, i was picking balls of fabric off the couch, bed, and the sweater itself looked like it was molting. great style, fabric and fit (although a little on the long side,) but there's no way i can keep it.",UNDETERMINED,
1033,1,0,Bottoms,Jeans,False,False,220,sufficient,I pity the fool who paid full price for these.,"I bought these on sale and they quickly went back. i was very disappointed after reading the reviews. i thought for sure these would be a winner. however, i was sadly mistaken. i ordered another pair of jeans, the same, from a different brand. these were way too small while my others were too large. they didn't live up to my expectation and were still rather long. even though i bought these on sale, i was not happy with the quality.",UNDETERMINED,
380,2,0,Intimate,Swim,False,False,7,thin,Had high hopes but pattern is sewn crooked,"The chevron pattern on the mint/seaside version needs to be centered in the front to look right. mine was totally off so i returned it and had them overnight me a new one to my vacation address. unfortunately, the 2nd suit i received was also ""off center"". that one is going back too. would have loved this otherwise! a quality check on this is definitely needed.... beware.",UNDETERMINED,
380,1,0,Intimate,Swim,True,False,7,thin,Chevron pattern off center in back,"I purchased this swimsuit in the mint. gorgeous color combination. i'm 5'5"" and weigh 117 lbs. i purchased a small. the fit is true to size. i love the front design; however, my husband promptly brought the back of the swimsuit to my attention. the chevron was off center. the design should have been centered with my back; however, it was on the right side of my back. i immediately called retailer assuming the product was defective. the item was sold out on line; however, a supervisor was able to l",UNDETERMINED,
1035,2,1,Bottoms,Jeans,True,True,135,sufficient,Rise hits much lower on me,"I agree with the other reviewer: the snaps at the ankle are a cute idea, but bad in execution. they look and feel odd when on.
----------
these fit tts, and they are soft with decent stretch. but the rise is much lower on me than other 8.5"" rise jeans i have; as a 43 year-old woman they seemed inappropriately low-hanging on me.
----------
as an aside, these will def. color transfer - there is a whole lotta rinse on these. and they have a strange chemical smell to them; not sure if that will diss",UNDETERMINED,
1094,2,0,Dresses,Dresses,False,False,756,sufficient,Awkward waist band,Super cute dress but the waist band is very large and bulky.,UNDETERMINED,
1033,2,0,Bottoms,Jeans,False,False,220,sufficient,"Great jeans, horrible smell","I love the way these jeans look and fit, but they have a chemical smell. i assumed the odor would go away after i washed them, but it doesn't seem to have helped.",UNDETERMINED,
949,1,0,Tops,Sweaters,False,False,79,sufficient,Terrible fit,I am 5 6' and 130 pounds and ordered this in an xs. the sweater is enormous. the material is also scratchy and not soft at all. i'm disappointed with retailer's sizing this year. i've had to return a # of xs items because they are huge. really disappointing.,MATERIAL_QUALITY,MATERIAL_QUALITY
1084,1,0,Dresses,Dresses,False,False,72,sufficient,"Great style, poor quality","I wanted this dress so much, i ordered it twice. both times the zipper was defective--it would get stuck midway up, at the waistline--so i had to send it back (there isn't an retailer in my area). this is a shame because it's got great colors and looks flattering on, and i was looking forward to pairing it with a cardigan/boots for fall. i even thought about taking it to a seamstress to have the zipper replaced, but the cost didn't seem worth it. too bad, as it seems like it would be a nice",MATERIAL_QUALITY,MATERIAL_QUALITY
1084,2,0,Dresses,Dresses,False,False,72,sufficient,Poor quality,"I like the design of the dress, but the fabric makes it look cheap. for an expensive dress, i had expected better quality.",MATERIAL_QUALITY,MATERIAL_QUALITY
984,1,0,Jackets,Jackets,False,False,175,sufficient,Built in saddlebags,"Beautiful fabric with soft drape. unfortunately the ""captain kangaroo"" pockets are awful. unless you have a straight up and down shape with no hips this is very unflattering. the pockets look like saddle bags and add a huge amount of fabric where most people don't want added bulk. very disappointing. returned.",STYLE_EXPECTATION,STYLE_EXPECTATION
1084,2,0,Dresses,Dresses,True,False,72,sufficient,Not for short or petite women,"I bought this online with the intention of it being my graduation dress. i'm 5'2"", 115 pounds so i should've known better and gotten a ""petite"" style dress. however, i loved the modern look of this and since my boobs are a bit bigger (34d) i figured they would help fill it out. upon receiving the dress, i was first shocked that for the price, the construction was pretty poor quality: there were strings coming out of the straps and they looked unevenly sewn. when i put it on, it was clear that th",MATERIAL_QUALITY,MATERIAL_QUALITY
877,4,0,Tops,Knits,False,True,154,sufficient,Peplum,"I am short waisted and i still thought the pleats started too high on me. also, the whole thing was a little bit big. i always wear a medium, but in this top the shoulders and everything was just a bit large. since i bought it online, i couldn't size down. the fabric was a nice quality.",UNDETERMINED,
984,1,0,Jackets,Jackets,True,False,175,sufficient,Terrible,"I do not understand all the great reviews but that goes to show everyone likes different things! the jacket looks great in the pictures but in person, it just looks awful! gray is one of my favorite colors but this color is so drab and the material looks old and worn. it definitely has a grunge look to it and overall, it is just a wrinkly mess. another reviewer said it looks like old clothes and i have to agree. it looks very shabby. it also reminds me of those smocks they have at the hair salon",UNDETERMINED,
949,2,0,Tops,Sweaters,False,False,79,sufficient,Super scratchy,"This over-sized sweater is light-weight and scratchy. i knew it would fit big, but the neck is overly bulky. the color is a bright blue as depicted in the picture. fits a little larger (on me) than on the model. i'm petite so it overwhelmed me.",UNDETERMINED,
883,2,0,Tops,Knits,False,False,70,sufficient,Petite size is really short - nearly a crop top,"Very disappointed in this top. i have a short waist, and it was still too short for me. :-(",UNDETERMINED,
833,2,0,Tops,Blouses,False,False,157,sufficient,,"I bought this top thinking i would wear this and feel like i was part of some fashion week, but it's cut way too large that i felt like a football player. this top is made for women with small shoulders and a super petite frame. also, the cut is way too big. i was swimming in this.",SIZING_ACCURACY,SIZING_ACCURACY
836,4,0,Tops,Blouses,False,True,205,sufficient,,I bought this top after seeing it featured on a style blog. i was really excited to wear it until i realized how see thru it was. i had to put a cami underneath which detracted from the beauty of the top. even my flesh toned bra showed thru so i sadly had to return it.,UNDETERMINED,
984,1,0,Jackets,Jackets,False,False,175,sufficient,Oversized and does not drape well,"I was really excited for this jacket to arrive but it's going back. because the fabric is coated, it does not drape or hang nicely at all. i expected it to be boxy but it sticks out so oddly in every direction that it looks horrible. i'm usually an xs and ordered an xs and it looks ridiculous on me.",STYLE_EXPECTATION,STYLE_EXPECTATION
867,2,0,Tops,Knits,False,False,351,sufficient,Not as expected,"The top was very small. i am usually a size small but this was tight around the top, arm holes and it was short. also i didn't notice if it said it was sheer ( see through) in the description but it definitely requires another shirt underneath.",MATERIAL_QUALITY,MATERIAL_QUALITY|FIT_CUT
1094,2,0,Dresses,Dresses,False,False,756,sufficient,,"I wanted to love this dress. i ordered online and what you cannot see in the picture if the pleating on the dress. i ordered a medium, i am usually a large in retailer and the medium looked like a tent. i realize this should be loose fitting but it was huge.",STYLE_EXPECTATION,STYLE_EXPECTATION
1056,2,0,Bottoms,Pants,False,False,213,sufficient,Waist runs big,"I was so excited to try these but was really disappointed in the fit. i found the legs and butt to be tight but the waist to be really big. if you are normally a size 24, i wouldn't bother with these.",UNDETERMINED,
1056,1,0,Bottoms,Pants,False,False,213,sufficient,Watch out for dye staining your load of laundry!,"I read the cleaning instructions label carefully. followed them closely. and still, the dye ran and stained some of my colored clothes. pi**ed me off! just after the first wash and even before wearing them, i have streaks of uneven color on the pants. bad quality material or dye is what causes this. now i have to go and see if i can even get out my other stained clothes. thanks a lot retailer.",MATERIAL_QUALITY,MATERIAL_QUALITY
841,2,0,Tops,Blouses,False,False,25,sufficient,Not as expected,"In paper crown dresses, i wear a small or size 6, so for this top, i ordered a small. it was huge on me! for reference, i'm 5'7"", 130 lbs, 34a. it is very wide towards the bottom, and it flares out way more than in the picture. the material is also a little stiff, so it really sticks out. even if i sized down to the xs, i think the bottom would still look unflattering, so i'm returning this.",STYLE_EXPECTATION,STYLE_EXPECTATION
1094,2,0,Dresses,Dresses,False,False,756,sufficient,Huge,"This dress is huge. also, i was super disappointed in the fabric. i thought it would be silly like a georgette. but it was coarse, more like a poplin, and thin. i thought it looked cheap.",UNDETERMINED,
931,2,0,Tops,Sweaters,False,False,8,thin,"Big, oversized sweater","The neck is so big on this sweater, i couldn't make it lay right. the shape of the sweater is odd. it is really wide on the upper torso, but tapers near your waist. it did not look as depicted on the model. the sweater is a lovely color, i liked the two-tone, but overall the fit was too weird for me. material is soft and it felt really nice on, but just too oddly shaped and a crazy big neck.",UNDETERMINED,
872,5,0,Tops,Knits,False,True,545,sufficient,Love this top!,This top is one of my retailer faves! it is so comfortable and love the quality and design. i receive many compliments on this top. i usually wear an xs or s in retailer tops and the xs was a little tight in the arms. the dressing room attendant suggested ordering a petite small so i wouldn't lose the shape. so glad i did. it fits perfect! i even ordered when it was on sale!! the gray color is perfect! its not too thick or thin.,FIT_CUT,FIT_CUT
818,2,0,Tops,Blouses,False,False,53,sufficient,Gaping,This shirt is not near as nice as it may look the fabric is just ok it runs large i ordered a xs and the neck line was huge and gaping not worth the money even on sale,SIZING_ACCURACY,SIZING_ACCURACY
818,4,0,Tops,Blouses,True,True,53,sufficient,Just didn't work for me,"This top does look as pictured, the sleeves hit me the same and the size was true... i just didn't like it... it was shorter than i wanted in length and i just didn't feel like this top was worth the price so it's going back. i feel like i have had shirts with this texture and over time, they just didn't wear as well so i was afraid with 3 kids it wouldn't be a good idea. i paired it with a blazer and it looked great, but on it's on, i don't know, just not for me. for reference, i am 5'8'' 128lb",UNDETERMINED,
844,2,1,Tops,Blouses,False,True,50,sufficient,,It's a beautiful top but not for bigger busts. ordered an xl and the top part would not button. i recommend for those with smaller busts.,UNDETERMINED,
929,2,0,Tops,Sweaters,False,False,20,sufficient,Barely covered my bum,Not a tunic unless the model pictured is 5'1. barely covered my backside and not as advertised. design on top is interesting and the fabric is soft so it's a good buy if 50% off or more.,UNDETERMINED,
929,1,0,Tops,Sweaters,False,False,20,sufficient,Too short,I was interested in this sweater because i actually thought it was a tunic. the sweater is much shorter than i thought. i wish i could return it. i bought a size large which is my normal size.,UNDETERMINED,
929,1,0,Tops,Sweaters,False,False,20,sufficient,,Really well made. beautiful. sadly it is very short. not a tunic at all.,UNDETERMINED,
1077,2,0,Dresses,Dresses,True,False,297,sufficient,I recommend dry cleaning!,"This dress was my absolute favorite recent retailer purchase. the fit is so flattering. i think this dress runs true to size-i usually wear a size 6 in hd in paris, and that's what size i ordered. i expect i could have fit in a 4 but the 6 is comfortable. i am 5'4'' but i ordered the regular length and it hit just above the knee. i agree that it could use pockets but no need for lining. however-- i just laundered this dress for the first time-hand wash, lay flat to dry (as recommended) and this dr",UNDETERMINED,
1147,2,0,Trend,Trend,False,False,10,thin,Way too big/colors off,"Finally received this in the mail today and was very disappointed. i am swimming in the xs (5'4"", 110lbs). the colors are much more vibrant that shown in the pics - the green is a bright kelly green, the red is much more red than rust colored, etc. and it's a sweater coat! for the price i was expecting it to be lined and higher quality. i don't doubt that it will be warm, but can't justify the price. it's going back to the store.",SIZING_ACCURACY,SIZING_ACCURACY
830,2,0,Tops,Blouses,True,False,112,sufficient,Wanted to love it,"Ordered online, and when it came i was very excited to open it - but the photo doesn't show how incredibly wide the cut is. it is also quite cropped and looked very awkward on me - 5'9, 130. the embroidery is lovely, but the style doesn't work. i had a small, but the area in the shoulders was cut very tight and it would not have worked well if i wanted to raise or lower my arms above shoulder height. might work better on someone with a more petite frame, but i do caution how ""voluminous"" the cut",UNDETERMINED,
1077,2,0,Dresses,Dresses,True,False,297,sufficient,Not for the high waisted,"I was so sad not to love this dress. it is beautiful, but is so unflattering on. there is a lot of material under the arms and it gathers up due to the smocking. so, it just made me look incredibly frumpy. i don't really think a petite would have helped - the gathers just bunch a bit and so rather than hang, the dress sort of clumps. i am lean but broad shouldered and maybe that is the problem, but i was super disappointed. narrow shouldered people with long torsos could pull this off. it is a t",STYLE_EXPECTATION,STYLE_EXPECTATION
652,2,0,Intimate,Lounge,False,False,3,thin,Terrible all around,"These pants looked worn, washed & old looking when i received them! the quality is super thin cotton as if it's been washed a million times & is about to fall apart! the workmanship is terrible. you can see loose stitching all over. the top portion is too tight & looks terrible stretched out. i liked absolutely nothing about this pants except the idea of them from the picture online...",UNDETERMINED,
1031,2,0,Bottoms,Jeans,False,False,9,thin,Unflattering,The wash on these jeans made my hips look twice as big. that in combination with the looser boyfriend cut was not flattering. quality was excellent. denim was thick with the right amount of stretch. unfortunately they had to go back.,STYLE_EXPECTATION,STYLE_EXPECTATION
838,1,0,Tops,Blouses,False,False,37,sufficient,Wanted to love...,"I have been looking for a nice, white tunic and i should have known when i saw this was one size fits all. maybe because i am petite (5'2"") but there was so much material hanging everywhere that it made me look even shorter and fat. who wants that? so sending it back.",UNDETERMINED,
1094,1,0,Dresses,Dresses,False,False,756,sufficient,Not good,I'm not sure why this dress is getting great reviews. the plunging neckline is ridiculous and ran down to the underwire of my bra and the slit up the side came up to the upper part of my thigh. it was one of the worst fitting/cut dresses i've every tried on at retailer. i'm 5'4 125. maybe you have to be 6 feet tall and 90 pounds for this dress to not look like a bad renaissance faire costume.,UNDETERMINED,
1030,2,0,Bottoms,Jeans,False,False,72,sufficient,Yikes these run small!,"I'm normally a size 25p. i bought these in a 26 because i wanted a more relaxed fit. i could barely pull them up over my calves. i could get them on and button them, but i felt like a sausage stuffed into a straw. size up 2 sizes at least!",FIT_CUT,FIT_CUT|SIZING_ACCURACY
936,2,0,Tops,Sweaters,False,False,358,sufficient,Gigantic and heavy!,"I purchased this sweater in my usual xs, but found the silhouette to be way more tent-like than pictured on the model. the knit is pretty stiff, too, so the sweater didn't lay flat but hung on me in kind of a triangle shape. also, the sweater knit was heavier than i expected from the picture and seemed to be more of a fall weight piece. i am fairly small, but lately i'm finding that retailer pieces are huge in an xs and i have to size down to xxs. i know i'm not that tiny ... maybe this wou",DESCRIPTION_MISMATCH,DESCRIPTION_MISMATCH|STYLE_EXPECTATION
1080,4,0,Dresses,Dresses,False,True,289,sufficient,Zipper is defective,"I love this dress but the zipper is definitely defective.
its a flatering style and i love the fabric and fit. im normally a 10 but the 8 fit perfectly. 

i'm nervous to wear it because of the zipper. i would return it but dont have the receipt.",UNDETERMINED,
1078,2,0,Dresses,Dresses,False,False,1024,sufficient,Didn't work for me,This dress overwhelmed me. i'm 5 feet tall and the print and material just took over.,UNDETERMINED,
936,2,0,Tops,Sweaters,False,False,358,sufficient,Nice but sleeves are way too long,"I ordered this and thought it would be cute for work, but it tuns out the sleeves are ridiculously long. i am 5 foot 10 and do not have short arms. also it is a bit short waisted for me. i do love the floral detail of the button.",UNDETERMINED,
1091,2,0,Dresses,Dresses,True,False,58,sufficient,,"This dress runs very large. i am 5'4 and 120 lbs, hourglass, curvy build. i ordered a size small and its enormous on me. the description says fitted but it is not fitted at all. it's like a big wool sack. i'd have to gain 30 lbs for this dress to come close to fitting. i'm very sad that the fit is so far off and the dress is now all sold out in all smaller sizes, including petite. (i never normally buy petite clothes but i think i would have to get a petite xs if it were available). the dress lo",SIZING_ACCURACY,SIZING_ACCURACY
1195,1,0,Dresses,Dresses,False,False,2,thin,No thanks,"I tried this dress on in store. i loved it online, but in person....not so much. it looked and felt like a cheap halloween costume. the fabric was bad. really bad.. the mustard color was beautiful.... boo",UNDETERMINED,
1091,2,0,Dresses,Dresses,False,False,58,sufficient,"Beautiful dress, but ill-fitting","I wanted so much to love this dress, but unfortunately the fit was so poor i had to return it. the color of the dress (green) was lovely, and i liked the fabric and the overall design very much. i read the reviews and decided to order an extra small petite given that reviewers said the dress ran large; but even at that size the dress was too large, especially around the hips (which, for someone with an hourglass figure, is saying a lot!). the extra fabric around the hips belled out some, making",SIZING_ACCURACY,SIZING_ACCURACY
1091,4,0,Dresses,Dresses,False,True,58,sufficient,"Very cute, but...","This is a very cute and warm dress. it is flattering, yet appropriate for work. but i had to send it back for two reasons. the zipper didn't work well. it just wouldn't zip without someone helping me and even then it was very difficult to zip. perhaps it was just the zipper on my dress?

the neck felt like it was strangling me was the other reason i sent it back. if i am not comfortable i will not end up wearing it, so even though i loved the style of it the pragmatics were lacking.",UNDETERMINED,
861,1,0,Tops,Knits,False,False,244,sufficient,Disappointed purchase,Material is too thin and quality is poor,UNDETERMINED,
